ac_key,chassis_id,requested_date,machine_salesmodel,fault_code,description,state,correction,cause,cause_local_language,complaint,complaint_local_language,machine_hours
AC0758903,L120H6340,1900-01-01T00:00:00Z,L120H,P100312,Front Axle Oil Temperature Sensor Circuit: Circuit short to battery,Closed,CUSTOMER HAS BEEN ALERTED. TYPICALLY HAS THEIR TECHS WORK ON MACHINES. WILL CALL IF NEEDED.,,,DTC DESCRIPTION(S): Error Alarm descriptionP100312 - Front Axle Oil Temperature Sensor Circuit: Circuit short to battery-,DTC DESCRIPTION(S): Error Alarm descriptionP100312 - Front Axle Oil Temperature Sensor Circuit: Circuit short to battery-,1009
AC0120160,A40G3474,1900-01-01T00:00:00Z,A40G,MID128PID172FMI5,Air inlet temperature: Current below normal or open circuit,Closed,tech on site,,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID172 FMI5 - Air inlet temperature: Current below normal or open circuit-,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID172 FMI5 - Air inlet temperature: Current below normal or open circuit-,0
AC0515288,C300E3662,2023-10-20T14:20:42Z,EC300E,U100188,Secondary Information Display - CAN Sensor Subnet Error: Bus off,Closed,Other,,,"DTC DESCRIPTION(S): Error Alarm descriptionU100188 - Secondary Information Display - CAN Sensor Subnet Error: Bus off Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors



Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


C300E316625
B100487
Inertial Measurement Unit 4: Missing message
19


C300E316625
B100854
Sensor Calibration Error: Missing calibration
3


C300E","DTC DESCRIPCIÓN(ES): Descripción de la alarma de errorU100188 - Pantalla de información secundaria - Error de subred del sensor CAN: Bus apagadoEnlace de prosisAvería activa durante más de 2 díasSOFTWARE: Nuevo software disponible, actualice a la última versiónINFORMACIÓN ADICIONAL : Otros errores de TC



ID del chasis*
Formato de falla 1
Tipo de error/alarma
Nº de errores


C300E316625
B100487
Unidad de medición inercial 4: Mensaje faltante
19


C300E316625
B100854
Error de c",2994
AC0209611,L70H6207,1900-01-01T00:00:00Z,L70H,P100412,Rear Axle Oil Temperature Sensor Circuit: Circuit short to battery,Closed,01/31/22,,,DTC DESCRIPTION(S): Error Alarm descriptionP100412 - Rear Axle Oil Temperature Sensor Circuit: Circuit short to battery-,DTC DESCRIPTION(S): Error Alarm descriptionP100412 - Rear Axle Oil Temperature Sensor Circuit: Circuit short to battery-,2304
AC0228959,C480E3022,2022-03-10T12:47:37Z,EC480E,B152A64,B152A64 - Climate Control Module - Air Conditioning System: Signal plausibility failure,Closed,"The fault will be rectified together with the service. Since the machine works very little, it is not possible to say exactly when that is.",,,"DTC DESCRIPTION(S): Error Alarm descriptionB152A64 - B152A64 - Climate Control Module - Air Conditioning System: Signal plausibility failure Prosis linkFault active for more than 2 daysHint:14509331 (EXPANSION VALVE) 14645543 (CONDENSER)SOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : InformationNew MATRIS download started.","DTC BESCHREIBUNG(EN): Fehler Alarm BeschreibungB152A64 - B152A64 - Klimamodul - Klimaanlage: SignalplausibilitätsfehlerProsis-LinkFehler seit mehr als 2 Tagen aktivHinweis:14509331 (Expansionsventil) 14645543 (KONDENSATOR)SOFTWARE: Neue Software verfügbar, bitte auf neueste Version aktualisierenZUSÄTZLICHE INFORMATIONEN : InformationenNeuer MATRIS-Download gestartet.",1417
AC0514954,L260H0171,2023-10-20T04:06:05Z,L260H,B100987,Secondary Information Display - Hydraulic Pressure Unit Positive Side: Missing message,Closed,Defined inspection for the next intervention,,,"DTC DESCRIPTION(S): Error Alarm descriptionB100987 - Secondary Information Display - Hydraulic Pressure Unit Positive Side: Missing message Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors



Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L260H001719
B100987
Hydraulic Pressure Unit Positive Side: Missing message
72


L260H001719
B100A87
Hydraulic Pressure Unit Neg","DESCRIZIONE/I DTC: Descrizione dell'allarme di erroreB100987 - Visualizzazione delle informazioni secondarie - Lato positivo dell'unità di pressione idraulica: messaggio mancanteCollegamento ProsisGuasto attivo da più di 2 giorniSOFTWARE: Nuovo software disponibile, si prega di aggiornare all'ultima versioneINFORMAZIONI AGGIUNTIVE : Altri errori TC



ID telaio*
Formato errore 1
Tipo di errore/allarme
Numero di errori


L260H001719
B100987
Lato positivo dell'unità di pressione idraul",3533
AC0844071,A40G3208,2024-11-08T05:35:20Z,A40G,MID128PID131FMI5,Engine ECU - Exhaust Back Pressure: Current below normal or open circuit,Closed,The customer does not want active care and was instructed to remove active care,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID131 FMI5 - Engine ECU - Exhaust Back Pressure: Current below normal or open circuit Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


A40G322085
MID128PID235PIDTYPE0FMI12
Reason for engine shut down: Faulty device or component
5


A40G322085
MID187PID1160PIDTYPE0FMI2","DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID131 FMI5 - Engine ECU - Exhaust Back Pressure: Current below normal or open circuit Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


A40G322085
MID128PID235PIDTYPE0FMI12
Reason for engine shut down: Faulty device or component
5


A40G322085
MID187PID1160PIDTYPE0FMI2",22287
AC0253662,L220H0224,2022-05-02T06:22:29Z,L220H,P246300,P246300 - Engine ECU - Particulate Filter Restriction - Soot Accumulation Bank 1,Closed,Shifted 7 injector,,,"DTC DESCRIPTION(S): Error Alarm descriptionP246300 - P246300 - Engine ECU - Particulate Filter Restriction - Soot Accumulation Bank 1 Prosis linkHint:22452554 (MODULE) 21403962 (SENSOR) 21407772 (INJECTOR) 22608244 (PUMP)CAMPAIGN STATUS: Campaign(s) available - Please conduct available campaign(s)


Chassis ID
SCC Code
SCC Type Description
Campaign Id
Campaign Title
Campaign Start Date
Last Repair Date


L220H002247
HSN05
Safety
196243
Incorrect fault handling, transmission senso","BESKRIVELSE(R) FOR DTC: Beskrivelse av feilalarmP246300 - P246300 - Motor ECU - Begrensning av partikkelfilter - Sotakkumuleringsbank 1Prose-koblingTips:22452554 (MODUL) 21403962 (SENSOR) 21407772 (INJEKTOR) 22608244 (PUMPE)KAMPANJESTATUS: Kampanjen(e) er tilgjengelig – Utfør tilgjengelige kampanjer


Kabinett-ID
SCC-kode
Beskrivelse av SCC-type
Kampanje-ID
Tittel på kampanje
Startdato for kampanje
Siste reparasjonsdato


L220H002247
HSN05
Sikkerhet
196243
Feil feilhåndtering, ov",12823
AC0642877,A40G3251,2024-04-21T07:32:19Z,A40G,MID146PSID5FMI11,ECC-ECU - AC-system: Unidentifiable error,Closed,Check and clean condensor and radiator unit,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID146 PSID5 FMI11 - ECC-ECU - AC-system: Unidentifiable error Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest version","DESKRIPSI DTC: Deskripsi Alarm KesalahanMID146 PSID5 FMI11 - ECCU-ECU - AC-system: Kesalahan yang tidak dapat diidentifikasiTautan prosisKesalahan aktif selama lebih dari 2 hariPERANGKAT LUNAK: Perangkat lunak baru tersedia, harap perbarui ke versi terbaru",23889
AC0054578,L90H6240,1900-01-01T00:00:00Z,L90H,P100312,Front Axle Oil Temperature Sensor Circuit: Circuit short to battery,Closed,Customer has not reported any issues,,,DTC DESCRIPTION(S): Error Alarm descriptionP100312 - Front Axle Oil Temperature Sensor Circuit: Circuit short to battery-,DTC DESCRIPTION(S): Error Alarm descriptionP100312 - Front Axle Oil Temperature Sensor Circuit: Circuit short to battery-,0
AC0663513,L90H0106,2024-05-13T10:06:53Z,L90H,B152A64,Climate Control Module - Air Conditioning System: Signal plausibility failure,Closed,"As it is a Portuguese client, without a telephone number from Spain, and after consulting with Juan Carlos, we sent an email informing the client.",,,"DTC DESCRIPTION(S): Error Alarm descriptionB152A64 - Climate Control Module - Air Conditioning System: Signal plausibility failure Prosis linkFault active for more than 2 daysHint:16688256 (EVAPORATOR SYSTEM) 16874741 (HOSE ASSEMBLY)SOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors



Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L90H014063
B152A64
Air Conditioning System: Signal plausibility failure
6


","DTC DESCRIPCIÓN(ES): Descripción de la alarma de errorB152A64 - Módulo de control de clima - Sistema de aire acondicionado: Falla de plausibilidad de la señalEnlace de prosisAvería activa durante más de 2 díasSugerencia: 16688256 (SISTEMA DE EVAPORACIÓN) 16874741 (CONJUNTO DE MANGUERA)SOFTWARE: Nuevo software disponible, actualice a la última versiónINFORMACIÓN ADICIONAL : Otros errores de TC



ID del chasis*
Formato de falla 1
Tipo de error/alarma
Nº de errores


L90H014063
B152A64",6963
AC0726221,L150H0431,2024-07-16T22:46:17Z,L150H,B103613,General Purpose Machine Electronic Control Unit 3 - Reversing Alarm Circuit: Circuit open,Closed,"Faulty relay.
no relay in customer stock.
we will replace the relay.",,,"DTC DESCRIPTION(S): Error Alarm descriptionB103613 - General Purpose Machine Electronic Control Unit 3 - Reversing Alarm Circuit: Circuit open Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L150H014314
B103613
Reversing Alarm Circuit: Circuit open
84


L150H014314
B150D87
Back-End Configuration: Missing message
1","DTC DESCRIPTION(S) : Erreur Description de l’alarmeB103613 - Unité de commande électronique de machine à usage général 3 - Circuit d’alarme de recul : Circuit ouvertLien ProsisDéfaut actif pendant plus de 2 joursLOGICIEL : Nouveau logiciel disponible, veuillez mettre à jour vers la dernière versionINFORMATIONS COMPLÉMENTAIRES : Autres erreurs CT


ID du châssis*
Format d’erreur 1
Type d’erreur/d’alarme
Nombre d’erreurs


L150H014314
B103613
Circuit d’alarme de recul : Circuit ouvert
",25541
AC0773483,A45G3255,2024-09-02T06:29:29Z,A45G,MID146PSID2FMI11,ECC-ECU - Condensor: Unidentifiable error,Closed,"we are having some issues at this branch at the moment. Customer aware of the fault and we will be working on the units as soon as possible. My apologies for closing a case in this way, I'm aware is not the good practice, however there is no date yet for some machines and there is no point in keeping the case open.",,,"DTC DESCRIPTION(S): Error Alarm descriptionMID146 PSID2 FMI11 - ECC-ECU - Condensor: Unidentifiable error Prosis linkFault active for more than 2 daysCAMPAIGN STATUS: Campaign(s) available - Please conduct available campaign(s)


Chassis ID
SCC Code
SCC Type Description
Campaign Id
Campaign Title
Campaign Start Date
Last Repair Date


A45G322556
RW004
Recommended
243339
398 ART/ CEX/ CWL/ EXC/ WLO 68R - W-ECU update to 4G (INT, Phase 1)
11/27/2023 00:00:00
09/30/2025 00:00:00
","DTC DESCRIPTION(S): Error Alarm descriptionMID146 PSID2 FMI11 - ECC-ECU - Condensor: Unidentifiable error Prosis linkFault active for more than 2 daysCAMPAIGN STATUS: Campaign(s) available - Please conduct available campaign(s)


Chassis ID
SCC Code
SCC Type Description
Campaign Id
Campaign Title
Campaign Start Date
Last Repair Date


A45G322556
RW004
Recommended
243339
398 ART/ CEX/ CWL/ EXC/ WLO 68R - W-ECU update to 4G (INT, Phase 1)
11/27/2023 00:00:00
09/30/2025 00:00:00
",10552
AC0075886,C750E3002,2021-04-23T09:20:16Z,EC750E,P004507,"Engine ECU - Turbocharger/Supercharger Boost Control """"A"""" Circuit / Open: Mechanical Failures",Closed,email sent 23/4,,,"DTC DESCRIPTION(S): Error Alarm descriptionP004507 - P004507 - Engine ECU - Turbocharger/Supercharger Boost Control """"A"""" Circuit / Open: Mechanical Failures Prosis linkHint:22233320 (TURBOCHARGER)SOFTWARE: New software available, please update to latest versionPOSSIBLE OPERATOR BEHAVIOR IMPROVEMENTS: Matris download not available within time limit. Operator behavior could not be reviewed.","DTC DESCRIPTION(S): Error Alarm descriptionP004507 - P004507 - Engine ECU - Turbocharger/Supercharger Boost Control """"A"""" Circuit / Open: Mechanical Failures Prosis linkHint:22233320 (TURBOCHARGER)SOFTWARE: New software available, please update to latest versionPOSSIBLE OPERATOR BEHAVIOR IMPROVEMENTS: Matris download not available within time limit. Operator behavior could not be reviewed.",6815
AC0397293,EC7502070,1900-01-01T00:00:00Z,EC750D,MID140PSID238FMI9,"MID140 PSID238 FMI9 - Information display - Data link, MID146: Abnormal update rate",Closed,The error will check in the next service schedule,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID140 PSID238 FMI9 - MID140 PSID238 FMI9 - Information display - Data link, MID146: Abnormal update rate Prosis linkFault active for more than 2 days","DESKRIPSI DTC: Deskripsi Alarm KesalahanMID140 PSID238 FMI9 - MID140 PSID238 FMI9 - Tampilan informasi - Tautan data, MID146: Tingkat pembaruan abnormalTautan prosisKesalahan aktif selama lebih dari 2 hari",12510
AC0566072,EC7502069,2024-01-09T06:42:08Z,EC750D,MID187PPID1199FMI5,Vehicle Control Unit - X1 Right PPRV: Current below normal or open circuit,Closed,"Dealer coordinated and attempted to check the unit but unfortunately the minesite wall has crack and nobody is allowed to go down until further notice, better to reschedule once repair of minesite wall is completed.",,,"DTC DESCRIPTION(S): Error Alarm descriptionMID187 PPID1199 FMI5 - Vehicle Control Unit - X1 Right PPRV: Current below normal or open circuit Prosis linkSOFTWARE: New software available, please update to latest version","DTC DESCRIPTION(S): Error Alarm descriptionMID187 PPID1199 FMI5 - Vehicle Control Unit - X1 Right PPRV: Current below normal or open circuit Prosis linkSOFTWARE: New software available, please update to latest version",13558
AC0530650,L150H0892,2023-11-14T09:09:59Z,L150H,B100119,General Purpose Machine Electronic Control Unit 1 - Secondary Steering Relay Circuit: Circuit current above threshold,Closed,He has not reported the bug again.,,,"DTC DESCRIPTION(S): Error Alarm descriptionB100119 - General Purpose Machine Electronic Control Unit 1 - Secondary Steering Relay Circuit: Circuit current above threshold Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest version   


Chassis ID
Software UpToDate Flag
Current Service Pack
Latest Available Service Pack


L150H018924
N
WLO_3.3v41
WLO_3.3v43


ADDITIONAL INFORMATION : Other CT errors    


Chassis Id*
Priority
F","DTC DESCRIPCIÓN(ES): Descripción de la alarma de errorB100119 - Unidad de control electrónico de la máquina de uso general 1 - Relé de dirección secundario Circuito: Corriente del circuito por encima del umbralEnlace de prosisAvería activa durante más de 2 díasSOFTWARE: Nuevo software disponible, actualice a la última versión  


ID de chasis
Indicador de actualización de software
Service Pack actual
Último Service Pack disponible


L150H018924
N
WLO_3.3v41
WLO_3.3v43


INFORMACIÓ",8587
AC0002531,A40F0189,2020-09-21T13:22:15Z,A40F,MID128SID27FMI7,MID128 SID27 FMI7 - Engine ECUVariable Geometry Turbocharger Actuator #1: Mechanical system not responding properly ,Closed,scheduled customer visit,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID128 SID27 FMI7 - MID128 SID27 FMI7 - Engine ECU
Variable Geometry Turbocharger Actuator #1: Mechanical system not responding properly  Prosis linkHint:21398421 (TURBOCHARGER) 22303591 (TURBOCHARGER) 21647112 (TURBOCHARGER)CAMPAIGN STATUS: 1 - OK - All available campaigns conducted, no action neededPOSSIBLE OPERATOR BEHAVIOR IMPROVEMENTS: 2 - Action RecommendedIdle time is 35% including load/dump.
Machine has consumed 11230 liters of fuel on idle.","OPIS DTC(S): Opis alarmu błęduMID128 SID27 FMI7 - MID128 SID27 FMI7 - Silnik ECU
Siłownik turbosprężarki o zmiennej geometrii #1: System mechaniczny nie reaguje prawidłowo   Łącze ProsisWskazówka:21398421 (TURBOSPRĘŻARKA) 22303591 (TURBOSPRĘŻARKA) 21647112 (TURBOSPRĘŻARKA)STATUS KAMPANII: 1 - OK - Wszystkie dostępne kampanie prowadzone, nie są potrzebne żadne działaniaMOŻLIWE ULEPSZENIA ZACHOWANIA OPERATORA: 2 - Zalecane działanieCzas bezczynny wynosi 35%, w tym obciążenie/zrzut.
Maszyna zużyła",0
AC0516137,L90G0080,2023-10-22T15:15:47Z,L90G,MID146PSID1FMI11,MID146 PSID1 FMI11 - ECC-ECU - Climate control panel: Unidentifiable error,Closed,Other,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID146 PSID1 FMI11 - MID146 PSID1 FMI11 - ECC-ECU - Climate control panel: Unidentifiable error Prosis linkFault active for more than 2 daysHint:15155940 (CONTROL PANEL)SOFTWARE: Unknown software version. Please check with Techtool and update if available during next machine visitADDITIONAL INFORMATION : Other CT errors



Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L90G003801
MID146PID1PIDTYPE1FMI11
Climate control panel: ","DTC DESCRIPCIÓN(ES): Descripción de la alarma de errorMID146 PSID1 FMI11 - MID146 PSID1 FMI11 - ECC-ECU - Panel de control de clima: Error no identificableEnlace de prosisAvería activa durante más de 2 díasSugerencia:15155940 (PANEL DE CONTROL)SOFTWARE: Versión de software desconocida. Consulte con Techtool y actualice si está disponible durante la próxima visita a la máquinaINFORMACIÓN ADICIONAL : Otros errores de TC



ID del chasis*
Formato de falla 1
Tipo de error/alarma
Nº de errores",19641
AC0055370,L350H0108,1900-01-01T00:00:00Z,L350H,P206A11,Reductant Quality: Circuit short to ground,Closed,Replaced sending unit,,,DTC DESCRIPTION(S): Error Alarm descriptionP206A11 - Reductant Quality: Circuit short to ground-,DTC DESCRIPTION(S): Error Alarm descriptionP206A11 - Reductant Quality: Circuit short to ground-,0
AC0428610,A45G3231,2023-06-03T20:06:13Z,A45G,MID187PID171FMI3,MID187 PID171 FMI3 - Vehicle Control Unit - Ambient air temperature: Voltage above normal or shorted to higher voltage,Closed,Will be checked during next PM service,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID187 PID171 FMI3 - MID187 PID171 FMI3 - Vehicle Control Unit - Ambient air temperature: Voltage above normal or shorted to higher voltage Prosis linkFault active for more than 2 daysADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


A45G322317
MID146PID2PIDTYPE1FMI11
Condensor: Unidentifiable error
1


A45G322317
MID146PID5PIDTYPE1FMI11
AC-system: Unidentifiable error
1


A45G3","DESCRIPTION(S) DTC : Description de l’alarme d’erreurMID187 PID171 FMI3 - MID187 PID171 FMI3 - Unité de commande du véhicule - Température de l’air ambiant: Tension supérieure à la normale ou court-circuitée à une tension plus élevéeLien ProsisDéfaut actif depuis plus de 2 joursINFORMATIONS COMPLEMENTAIRES : Autres erreurs CT


ID du châssis*
Format d’erreur 1
Type d’erreur/alarme
Nombre d’erreurs


A45G322317
MID146PID2PIDTYPE1FMI11
Condensateur : erreur non identifiable
1


A45G",28912
AC0239235,L220H0245,2022-03-30T07:49:41Z,L220H,P20B113,P20B113 - Aftertreatment Control Module - Reductant Heater Coolant Control Valve Control: Circuit open,Closed,Reported 30/3/22,,,"DTC DESCRIPTION(S): Error Alarm descriptionP20B113 - P20B113 - Aftertreatment Control Module - Reductant Heater Coolant Control Valve Control: Circuit open Prosis linkHint:22900346 (PUMP) 22733669 (VALVE) 22608244 (PUMP) 21687882 (VALVE)SOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errorsPOSSIBLE OPERATOR BEHAVIOR IMPROVEMENTS: Idling time higher than recommended. Recommendation is to reduce idle time to save component life time and lower Co2 ","DTC DESCRIPTION(S): Error Alarm descriptionP20B113 - P20B113 - Aftertreatment Control Module - Reductant Heater Coolant Control Valve Control: Circuit open Prosis linkHint:22900346 (PUMP) 22733669 (VALVE) 22608244 (PUMP) 21687882 (VALVE)SOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errorsPOSSIBLE OPERATOR BEHAVIOR IMPROVEMENTS: Idling time higher than recommended. Recommendation is to reduce idle time to save component life time and lower Co2 ",11803
AC0266942,A60H3414,1900-01-01T00:00:00Z,A60H,MID128PID411FMI2,"Recirculated Engine Exh. Gas Differential Pressure: Data erratic, intermittent, or incorrect",Closed,tech dispatched for diagnosis/repair,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID411 FMI2 - Recirculated Engine Exh. Gas Differential Pressure: Data erratic, intermittent, or incorrect-","DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID411 FMI2 - Recirculated Engine Exh. Gas Differential Pressure: Data erratic, intermittent, or incorrect-",8026
AC0452428,L120H0723,2023-07-19T04:46:39Z,L120H,P02E09B,Engine ECU - Diesel Intake Air Flow Control: High/Excessive Flow,Closed,18/07/23 : Organise parts for the job look into error codes coming up head to site start diagnosis of fault circuit is fine the throttle intake sensor in open circuit on the machine. Parts are not in the country,,,"DTC DESCRIPTION(S): Error Alarm descriptionP02E09B - Engine ECU - Diesel Intake Air Flow Control: High/Excessive Flow Prosis linkHint:21723435 (THROTTLE VALVE)ADDITIONAL INFORMATION : Other CT errors



Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L120H017235
B108678
Unknown: Alignment or adjustment incorrect
1


L120H017235
C10287B
Central Lubrication Lubricant Level Low: Low fluid level
2


L120H017235
P02E013
Diesel Intake Air Flow Control: Circuit ope","DTC DESCRIPTION(S): Error Alarm descriptionP02E09B - Engine ECU - Diesel Intake Air Flow Control: High/Excessive Flow Prosis linkHint:21723435 (THROTTLE VALVE)ADDITIONAL INFORMATION : Other CT errors



Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L120H017235
B108678
Unknown: Alignment or adjustment incorrect
1


L120H017235
C10287B
Central Lubrication Lubricant Level Low: Low fluid level
2


L120H017235
P02E013
Diesel Intake Air Flow Control: Circuit ope",8925
AC0105735,L70H6291,1900-01-01T00:00:00Z,L70H,P100412,Rear Axle Oil Temperature Sensor Circuit: Circuit short to battery,Closed,Customer continues to run machine as is and has not responded to our offer for assistance. ,,,DTC DESCRIPTION(S): Error Alarm descriptionP100412 - Rear Axle Oil Temperature Sensor Circuit: Circuit short to battery-,DTC DESCRIPTION(S): Error Alarm descriptionP100412 - Rear Axle Oil Temperature Sensor Circuit: Circuit short to battery-,0
AC0376637,L110H6226,1900-01-01T00:00:00Z,L110H,,Scheduled Service reminder,Closed,Customer did service,,,SCHEDULED SERVICE REMINDER: Plant maintenance due,SCHEDULED SERVICE REMINDER: Plant maintenance due,454
AC0489217,L110H6239,1900-01-01T00:00:00Z,L110H,,Scheduled Service reminder,Closed,09/14/23,,,SCHEDULED SERVICE REMINDER: Plant maintenance due,SCHEDULED SERVICE REMINDER: Plant maintenance due,2454
AC0274113,L150H0635,1900-01-01T00:00:00Z,L150H,P100312,Front Axle Oil Temperature Sensor Circuit: Circuit short to battery,Closed,CUSTOMER AWARE TO CONTACT IF ASSISTANCE NEEDED,,,DTC DESCRIPTION(S): Error Alarm descriptionP100312 - Front Axle Oil Temperature Sensor Circuit: Circuit short to battery-,DTC DESCRIPTION(S): Error Alarm descriptionP100312 - Front Axle Oil Temperature Sensor Circuit: Circuit short to battery-,12433
AC0128733,A60H3414,1900-01-01T00:00:00Z,A60H,MID128PID173FMI0,Exhaust gas temperature: Data valid but above normal operational range,Closed,Tech dispatched for diagnosis/repair.,,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID173 FMI0 - Exhaust gas temperature: Data valid but above normal operational range-,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID173 FMI0 - Exhaust gas temperature: Data valid but above normal operational range-,5560
AC0051693,L120H6225,1900-01-01T00:00:00Z,L120H,P100012,Transmission Lock-Up Pressure Sensor Circuit: Circuit short to battery,Closed,Cold start shock. Machine is up and running.,,,DTC DESCRIPTION(S): Error Alarm descriptionP100012 - Transmission Lock-Up Pressure Sensor Circuit: Circuit short to battery-,DTC DESCRIPTION(S): Error Alarm descriptionP100012 - Transmission Lock-Up Pressure Sensor Circuit: Circuit short to battery-,0
AC0323277,A35G3402,2022-10-04T09:08:46Z,A35G,MID128PID411FMI2,"MID128 PID411 FMI2 - Engine ECU - Recirculated Engine Exh. Gas Differential Pressure: Data erratic, intermittent, or incorrect",Closed,customer does not confirm,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID411 FMI2 - MID128 PID411 FMI2 - Engine ECU - Recirculated Engine Exh. Gas Differential Pressure: Data erratic, intermittent, or incorrect Prosis linkHint:21713917 (PRESSURE SENSOR) 21751413 (VENTURI) 22134241 (EGR COOLER) 21442662 (PRESSURE SENSOR) 20809754 (BRACKET) 21948053 (VENTURI) 21480645 (EGR COOLER)SOFTWARE: Unknown software version. Please check with Techtool and update if available during next machine visitADDITIONAL INFORMATION : Ot","OPIS DTC: Opis alarmu błęduMID128 PID411 FMI2 - MID128 PID411 FMI2 - ECU silnika - Silnik recyrkulacyjny Exh. Różnica ciśnień gazu: dane nieregularne, przerywane lub nieprawidłoweProsis linkWskazówka:21713917 (CZUJNIK CIŚNIENIA) 21751413 (VENTURI) 22134241 (CHŁODNICA EGR) 21442662 (CZUJNIK CIŚNIENIA) 20809754 (WSPORNIK) 21948053 (VENTURI) 21480645 (CHŁODNICA EGR)OPROGRAMOWANIE: Nieznana wersja oprogramowania. Sprawdź w Techtool i zaktualizuj, jeśli jest dostępna podczas następnej wizyty na maszy",11641
AC0120984,A60H3405,1900-01-01T00:00:00Z,A60H,MID249PSID56FMI3,Diff Lock Cross Bogie Solenoid: Voltage above normal or shorted to higher voltage,Closed,Tech dispatch for diagnosis/repair.,,,DTC DESCRIPTION(S): Error Alarm descriptionMID249 PSID56 FMI3 - Diff Lock Cross Bogie Solenoid: Voltage above normal or shorted to higher voltage-,DTC DESCRIPTION(S): Error Alarm descriptionMID249 PSID56 FMI3 - Diff Lock Cross Bogie Solenoid: Voltage above normal or shorted to higher voltage-,0
AC0061861,C300E3027,1900-01-01T00:00:00Z,EC300E,P20EE84,SCR NOx Catalyst Efficiency Below Threshold (Bank 1): Signal below allowable range,Closed,Outlet Nox sensor replaced,,,DTC DESCRIPTION(S): Error Alarm descriptionP20EE84 - SCR NOx Catalyst Efficiency Below Threshold (Bank 1): Signal below allowable range-,DTC DESCRIPTION(S): Error Alarm descriptionP20EE84 - SCR NOx Catalyst Efficiency Below Threshold (Bank 1): Signal below allowable range-,0
AC0533872,A35F0527,2023-11-17T21:34:34Z,A35F,MID128PID45FMI5,Engine ECU - Inlet air heater status: Current below normal or open circuit,Closed,"The customer has acknowledged this case and will be conducting an inspection in the next services, reschedule service
",,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID45 FMI5 - MID128 PID45 FMI5 - Engine ECU - Inlet air heater status: Current below normal or open circuit Prosis linkSOFTWARE: Unknown software version. Please check with Techtool and update if available during next machine visit,DESKRIPSI DTC: Deskripsi Alarm KesalahanMID128 PID45 FMI5 - MID128 PID45 FMI5 - ECU mesin - Pemanas udara masuk Status: Arus di bawah normal atau sirkuit terbukaTautan prosisPERANGKAT LUNAK: Versi perangkat lunak tidak dikenal. Silakan periksa dengan Techtool dan perbarui jika tersedia selama kunjungan mesin berikutnya,52795
